web-scraper-order,web-scraper-start-url,computer_condition,brand,price,processor_ram_storage
"1732297404-596","https://www.expat-dakar.com/ordinateurs?page=191","Venant","Apple","375 000 F Cfa","MACBOOK PRO"
"1732297404-597","https://www.expat-dakar.com/ordinateurs?page=191","Venant","HP","325 000 F Cfa","Hp Zbook 15 G5 intel core i7 8th"
"1732297404-598","https://www.expat-dakar.com/ordinateurs?page=191","Venant","Lenovo","190 000 F Cfa","Lenovo ThinkPad X380 Yoga Avec stylets"
"1732297404-599","https://www.expat-dakar.com/ordinateurs?page=191","Venant","Lenovo","145 000 F Cfa","Lenovo ThinkPad T460s"
"1732297404-600","https://www.expat-dakar.com/ordinateurs?page=191","Réconditionné","HP","250 000 F Cfa","HP ZBOOK I5 8éme 4Go graphique"
"1732297404-601","https://www.expat-dakar.com/ordinateurs?page=191","Neuf","HP","450 000 F Cfa","ALL IN ONE HP NEUF 23.8"" I3 12éme"
"1732297404-602","https://www.expat-dakar.com/ordinateurs?page=191","Venant","Lenovo","255 000 F Cfa","Lenovo T495s Ryzen 7 pro Graphics 2Go"
"1732297412-603","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297412-604","https://www.expat-dakar.com/ordinateurs?page=190","Venant","Autre","90 000 F Cfa","Projecteur epson"
"1732297412-605","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","HP","275 000 F Cfa","HP ELITEBOOK 845 G7 - Ryzen 7 Pro Neuf"
"1732297412-606","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","Apple","360 000 F Cfa","MacBook Pro 2017 i7 512g ram16"
"1732297412-607","https://www.expat-dakar.com/ordinateurs?page=190","Venant","Apple","115 000 F Cfa","MACBOOK AIR 2014 / i5"
"1732297412-608","https://www.expat-dakar.com/ordinateurs?page=190","Venant","Dell","240 000 F Cfa","Dell latitude 12e generation"
"1732297412-609","https://www.expat-dakar.com/ordinateurs?page=190","D'occasion","Dell","120 000 F Cfa","dell latitude 5410"
"1732297412-610","https://www.expat-dakar.com/ordinateurs?page=190","Venant","HP","85 000 F Cfa","HP x360 G3 tactile ram 4 Go Duo core"
"1732297412-611","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","HP","10 000 F Cfa","Microsoft Office 2021 - Clé de licence à VIE Windows"
"1732297412-612","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","Lenovo","699 000 F Cfa","LONOVO  THINKPAD E16 GEN1 CORE I7 13 TH GENERATION"
"1732297412-613","https://www.expat-dakar.com/ordinateurs?page=190","Neuf","HP","320 000 F Cfa","Hp 840g8"
"1732297419-614","https://www.expat-dakar.com/ordinateurs?page=189","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297419-615","https://www.expat-dakar.com/ordinateurs?page=189","Neuf","HP","350 000 F Cfa","HP Probook 440 G6"
"1732297419-616","https://www.expat-dakar.com/ordinateurs?page=189","Venant","Lenovo","75 000 F Cfa","Hp x360 G1 duo ram 4/ 128 go"
"1732297419-617","https://www.expat-dakar.com/ordinateurs?page=189","Venant","Dell","149 900 F Cfa","DELL LATITUDE 5490 CORE I5 8TH GENERATION"
"1732297419-618","https://www.expat-dakar.com/ordinateurs?page=189","Venant","Lenovo","195 000 F Cfa","Vente Lenovo 81YK"
"1732297419-619","https://www.expat-dakar.com/ordinateurs?page=189","Neuf","HP","449 000 F Cfa","HP 290 G9 CORE I5"
"1732297419-620","https://www.expat-dakar.com/ordinateurs?page=189","Venant","HP","110 000 F Cfa","Hp 6570 i5 ram 8"
"1732297419-621","https://www.expat-dakar.com/ordinateurs?page=189","Venant","Lenovo","450 000 F Cfa","Lenovo Yoga 7i 16 Pouces - I7 12th | 32GB RAM | 1TB"
"1732297419-622","https://www.expat-dakar.com/ordinateurs?page=189","Neuf","HP","290 000 F Cfa","HP PROBOOK 435 G7"
"1732297419-623","https://www.expat-dakar.com/ordinateurs?page=189","Neuf","Dell","420 000 F Cfa","Dell latitude 7340 (2024)"
"1732297419-624","https://www.expat-dakar.com/ordinateurs?page=189","Neuf","HP","450 000 F Cfa","HP ELITEBOOK 830 G10"
"1732297426-625","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297426-626","https://www.expat-dakar.com/ordinateurs?page=188","Venant","HP","400 000 F Cfa","ORDINATEUR ZBOOK GAMER"
"1732297426-627","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","Lenovo","500 000 F Cfa","Lenovo Thinkpad T14s"
"1732297426-628","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","HP","349 999 F Cfa","HP ORDINATEUR ALL IN ONE AIO 200 G4 22 CORE I3 4GB/1TB 22"
"1732297426-629","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","HP","139 998 F Cfa","Ecran HP 24f – 23.8 pouces"
"1732297426-630","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","Dell","400 000 F Cfa","Dell Latitude 5440 I5-13gen /16Go/512ssd"
"1732297426-631","https://www.expat-dakar.com/ordinateurs?page=188","Venant","HP","130 000 F Cfa","HP ALL IN ONE ELITE 800 / 8300 / 600"
"1732297426-632","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","MSI","880 000 F Cfa","MSI Ryzen 9 RTX 4060 GAMER"
"1732297426-633","https://www.expat-dakar.com/ordinateurs?page=188","Venant","Dell","199 900 F Cfa","DELL LATITUDE 7390 2 EN 1 CORE  i5"
"1732297426-634","https://www.expat-dakar.com/ordinateurs?page=188","Neuf","Dell","6 000 F Cfa","Boitier Externe Disque Dur"
"1732297426-635","https://www.expat-dakar.com/ordinateurs?page=188","Venant","Dell","90 000 F Cfa","Dell 3350 duo core ram 8"
"1732297434-636","https://www.expat-dakar.com/ordinateurs?page=187","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297434-637","https://www.expat-dakar.com/ordinateurs?page=187","Venant","Apple","330 000 F Cfa","MacBook Pro 2017 i7 256/16"
"1732297434-638","https://www.expat-dakar.com/ordinateurs?page=187","Venant","Dell","150 000 F Cfa","Dell latitude 5490 i5 8e génération"
"1732297434-639","https://www.expat-dakar.com/ordinateurs?page=187","Venant","Apple","240 000 F Cfa","Mabook pro 2017"
"1732297434-640","https://www.expat-dakar.com/ordinateurs?page=187","Venant","HP","850 000 F Cfa","HP OMEN By HP GAMING LAPTOP 16"
"1732297434-641","https://www.expat-dakar.com/ordinateurs?page=187","Venant","HP","225 000 F Cfa","HP NetBook 250 G8 | i5 | 11 Gen"
"1732297434-642","https://www.expat-dakar.com/ordinateurs?page=187","D'occasion","Apple","350 000 F Cfa","MacBook Air M1"
"1732297434-643","https://www.expat-dakar.com/ordinateurs?page=187","Neuf","HP","150 000 F Cfa","Hp EliteBook 840 Corei5 256ssd Ram8giga"
"1732297434-644","https://www.expat-dakar.com/ordinateurs?page=187","Venant","Lenovo","179 900 F Cfa","LENOVO X1 CORE I5"
"1732297434-645","https://www.expat-dakar.com/ordinateurs?page=187","Neuf","HP","150 000 F Cfa","Ordinateur HP core i5 Neuf"
"1732297434-646","https://www.expat-dakar.com/ordinateurs?page=187","Neuf","HP","145 000 F Cfa","Ordinateur HP core i5 Neuf"
"1732297441-647","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297441-648","https://www.expat-dakar.com/ordinateurs?page=186","Venant","Dell","325 000 F Cfa","DELL Précision 5520 Cor i7 ""GAMER"""
"1732297441-649","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","Dell","250 000 F Cfa","DELL Latitude 5420 Cor i5 Neuf"
"1732297441-650","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","HP","550 000 F Cfa","HP ProBook 455 G8"
"1732297441-651","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","HP","750 000 F Cfa","Hp EliteBook 840 G10 Corei7 1Tera ssd Ram32 13Th Gen"
"1732297441-652","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","HP","245 000 F Cfa","HP EliteBook 845 G7"
"1732297441-653","https://www.expat-dakar.com/ordinateurs?page=186","Venant","Samsung","650 000 F Cfa","SAMSUNG GALAXY TAB S9 ULTRA 256GO"
"1732297441-654","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","HP","798 000 F Cfa","SERVEUR ML 30"
"1732297441-655","https://www.expat-dakar.com/ordinateurs?page=186","Neuf","Lenovo","580 000 F Cfa","Lenovo ThinkPad T14s cor i7 de 12th génération"
"1732297441-656","https://www.expat-dakar.com/ordinateurs?page=186","Venant","Lenovo","250 000 F Cfa","Pc gamer RX 560 4Go DDR5"
"1732297441-657","https://www.expat-dakar.com/ordinateurs?page=186","Venant","Apple","380 000 F Cfa","MacBook Pro 2017 i7 1To/16"
"1732297449-658","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297449-659","https://www.expat-dakar.com/ordinateurs?page=185","Venant","Dell","60 000 F Cfa","Dell chromebook 3189"
"1732297449-660","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","Dell","90 000 F Cfa","dell latitude 3189 tactile Ram 8go"
"1732297449-661","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","HP","10 000 F Cfa","Microsoft Office 2016 Pro Plus Clé Licence"
"1732297449-662","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","Apple","825 000 F Cfa","MacBook Air M3 13 pouces 8GB SSD 256"
"1732297449-663","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","Apple","900 000 F Cfa","Macbook Air 15 pouces M2"
"1732297449-664","https://www.expat-dakar.com/ordinateurs?page=185","Venant","Dell","245 000 F Cfa","DELL Core i7 x360"
"1732297449-665","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","Lenovo","749 000 F Cfa","Lenovo ThinkPad P14s Gen 4"
"1732297449-666","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","HP","320 000 F Cfa","Hp EliteBook 840 G8 Corei5 Ram16 11ém generation"
"1732297449-667","https://www.expat-dakar.com/ordinateurs?page=185","Neuf","Lenovo","549 000 F Cfa","Lenovo T14 Gen 4 i5 16GB SSD 512"
"1732297449-668","https://www.expat-dakar.com/ordinateurs?page=185","Venant","ASUS","450 000 F Cfa","Asus TUF Gaming FS505DD AMD Ryzen 7"
"1732297457-669","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297457-670","https://www.expat-dakar.com/ordinateurs?page=184","Venant","HP","110 000 F Cfa","Hp 820 disk 1000go ram 8gb core i5"
"1732297457-671","https://www.expat-dakar.com/ordinateurs?page=184","Venant","","225 000 F Cfa","HUAWEI MATEBOOK 14 Nvidia"
"1732297457-672","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","HP","249 000 F Cfa","PROMO ORDINATEUR HP PRO X2 G2 2-IN-1 12.3 INTEL"
"1732297457-673","https://www.expat-dakar.com/ordinateurs?page=184","Venant","Lenovo","115 000 F Cfa","Lenovo V145 AMD A4"
"1732297457-674","https://www.expat-dakar.com/ordinateurs?page=184","Venant","HP","350 000 F Cfa","💼 HP Elite DragonFly Convertible 💼"
"1732297457-675","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","Apple","630 000 F Cfa","MacBook Air m2 2023"
"1732297457-676","https://www.expat-dakar.com/ordinateurs?page=184","Venant","Apple","310 000 F Cfa","MacBook Air 2020"
"1732297457-677","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","Apple","980 000 F Cfa","Mac book Air M3 256SSD Ram8 scellé"
"1732297457-678","https://www.expat-dakar.com/ordinateurs?page=184","Venant","Apple","240 000 F Cfa","Macbook pro 2015 15 pouce core i7"
"1732297457-679","https://www.expat-dakar.com/ordinateurs?page=184","Neuf","Dell","185 000 F Cfa","Dell 5410 i5 10th"
"1732297464-680","https://www.expat-dakar.com/ordinateurs?page=183","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297464-681","https://www.expat-dakar.com/ordinateurs?page=183","Neuf","Acer","485 000 F Cfa","Acer Nitro5 AN515-55 core i5 de"
"1732297464-682","https://www.expat-dakar.com/ordinateurs?page=183","Neuf","Lenovo","450 000 F Cfa","Lenevo thinkpad t14s i7 12th Gen 3"
"1732297464-683","https://www.expat-dakar.com/ordinateurs?page=183","Neuf","HP","290 000 F Cfa","Hp probook 440 g8 11th 16go/512go"
"1732297464-684","https://www.expat-dakar.com/ordinateurs?page=183","Neuf","Dell","650 000 F Cfa","Dell xps 15 i7 12th rtx 4go"
"1732297464-685","https://www.expat-dakar.com/ordinateurs?page=183","Neuf","Dell","1 150 000 F Cfa","Dell Précision 5690 de 14 eme Génération Core Ultra 9"
"1732297464-686","https://www.expat-dakar.com/ordinateurs?page=183","Neuf","Lenovo","450 000 F Cfa","Lenovo Thinkpad X1 Carbone Gen 9 Core i7"
"1732297464-687","https://www.expat-dakar.com/ordinateurs?page=183","Venant","Dell","160 000 F Cfa","Dell Latitude 5410"
"1732297464-688","https://www.expat-dakar.com/ordinateurs?page=183","Venant","Apple","310 000 F Cfa","MacBook Pro 2016 ram 16 disk 512 ssd"
"1732297464-689","https://www.expat-dakar.com/ordinateurs?page=183","Venant","Apple","550 000 F Cfa","MacBook m2 13 pouce ram 8 disk 256 2022"
"1732297464-690","https://www.expat-dakar.com/ordinateurs?page=183","Venant","Apple","500 000 F Cfa","MacBook Pro M1 ram8 disk 512"
"1732297472-691","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297472-692","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","HP","600 000 F Cfa","HP ELITEBOOK 840 G9 I7"
"1732297472-693","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","HP","350 000 F Cfa","HP ELITE DRAGONFLY G1 8Th GEN X360 512GO RAM 16GO"
"1732297472-694","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","HP","400 000 F Cfa","HP ELITE DRAGONFLY G2 11Th GEN X360 512GO RAM 16GO"
"1732297472-695","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","HP","520 000 F Cfa","HP ELITEBOOK 630 G10 13Th GEN CORE i7 512GO RAM 32GO"
"1732297472-696","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","HP","250 000 F Cfa","Hp EliteBook 840 Corei7 512ssd Ram16"
"1732297472-697","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","MSI","450 000 F Cfa","Msi Gamer Corei7 Ram32 Gtx 8giga dédié"
"1732297472-698","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","HP","150 000 F Cfa","Hp EliteBook 840 Corei5 256ssd ram8"
"1732297472-699","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","Apple","650 000 F Cfa","MacBook Air M3 2024"
"1732297472-700","https://www.expat-dakar.com/ordinateurs?page=182","Neuf","Apple","550 000 F Cfa","Mac Book Pro Puce M2"
"1732297472-701","https://www.expat-dakar.com/ordinateurs?page=182","Venant","HP","475 000 F Cfa","Hp Omen by laptop 15-cd1xxx core i5 de 8th processeur"
"1732297479-702","https://www.expat-dakar.com/ordinateurs?page=181","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297479-703","https://www.expat-dakar.com/ordinateurs?page=181","Venant","Apple","550 000 F Cfa","MacBook Pro TouchBar 💻 2019 Intel core i9 2.4Ghz"
"1732297479-704","https://www.expat-dakar.com/ordinateurs?page=181","Neuf","Dell","900 000 F Cfa","Dell G16 7630 core i7-13650HX 13th Gen 2.60Ghz (20Coeurs)"
"1732297479-705","https://www.expat-dakar.com/ordinateurs?page=181","Venant","Autre","570 000 F Cfa","Razer Blade 15 Intel core i7-9750H 2.60Ghz (12 Cœurs)"
"1732297479-706","https://www.expat-dakar.com/ordinateurs?page=181","Venant","Dell","1 350 000 F Cfa","Dell ALIENWARE 👽 13th Gen M18 R1 core i9-13900HX (32Coeurs)"
"1732297479-707","https://www.expat-dakar.com/ordinateurs?page=181","Neuf","Apple","1 949 000 F Cfa","iMac 24 Pouces M3 24GB SSD 1TB"
"1732297479-708","https://www.expat-dakar.com/ordinateurs?page=181","Neuf","Dell","500 000 F Cfa","Dell Latitude 7340 i5 13th Gen 2024 Écran tactile"
"1732297479-709","https://www.expat-dakar.com/ordinateurs?page=181","Neuf","Apple","450 000 F Cfa","MacBook Air M1 GOLD 2020 13.3 Pouces"
"1732297479-710","https://www.expat-dakar.com/ordinateurs?page=181","Venant","Apple","1 150 000 F Cfa","Mac boo pro M1 max"
"1732297479-711","https://www.expat-dakar.com/ordinateurs?page=181","Venant","HP","520 000 F Cfa","Workstation hp Z mini g9 gamer"
"1732297479-712","https://www.expat-dakar.com/ordinateurs?page=181","Venant","Dell","350 000 F Cfa","Dell latitude 9420 core i7 de"
"1732297486-713","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297486-714","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","Lenovo","700 000 F Cfa","LENOVO LEGION 5/16GO/512SSD/RTX3070"
"1732297486-715","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","HP","425 000 F Cfa","Hp probook 450 G10 I5-13/16Go/512Ssd"
"1732297486-716","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","HP","240 000 F Cfa","HP Laptop 15s-q2xxx AMD Ryzen 5 Pro"
"1732297486-717","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","Lenovo","490 000 F Cfa","Lenovo Thinkpad P14s Tactile Gamer/WorkStation 11th Gen"
"1732297486-718","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","HP","600 000 F Cfa","Hp ZBook Fury 17 G8 Tactile Gamer/Workstation 11th Gen"
"1732297486-719","https://www.expat-dakar.com/ordinateurs?page=180","Venant","Apple","1 300 000 F Cfa","MacBook Pro M1 MAX ,16 Pouce"
"1732297486-720","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","HP","350 000 F Cfa","All in One hp Core i5 ( 12th Generation )"
"1732297486-721","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","HP","350 000 F Cfa","All in One hp Core i5 ( 12th Generation )"
"1732297486-722","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","HP","600 000 F Cfa","Hp ZBook Fury 15 G8 Tactile 11th Gen"
"1732297486-723","https://www.expat-dakar.com/ordinateurs?page=180","Neuf","HP","130 000 F Cfa","Ordinateur core i5 Hp Neuf promo"
"1732297494-724","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
"1732297494-725","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","Apple","1 500 000 F Cfa","MacBook Pro de MACBOOK Puce Apple M2 Max 16 Pouces"
"1732297494-726","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","Apple","650 000 F Cfa","MacBook Air M2 2022 13.3 Pouce"
"1732297494-727","https://www.expat-dakar.com/ordinateurs?page=179","Venant","ASUS","220 000 F Cfa","ASUS LAPTOP GAMER"
"1732297494-728","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","Lenovo","450 000 F Cfa","Lonovo t14 i7 512Go"
"1732297494-729","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","HP","150 000 F Cfa","Hp EliteBook 840 Corei5 256ssd Ram8"
"1732297494-730","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","MSI","450 000 F Cfa","Msi Gamer Corei7 Ram32 Giga Gtx 8Giga dédié"
"1732297494-731","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","HP","250 000 F Cfa","Hp EliteBook 840 Corei7 512ssd Ram16"
"1732297494-732","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","Autre","250 000 F Cfa","Double Ecran Résolution Full Hd"
"1732297494-733","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","Lenovo","380 000 F Cfa","LONOVO L15"
"1732297494-734","https://www.expat-dakar.com/ordinateurs?page=179","Neuf","HP","450 000 F Cfa","HP ELITEBOOK SILVER"
"1732297501-735","https://www.expat-dakar.com/ordinateurs?page=178","Neuf","HP","694 900 F Cfa","HP VICTUS GAMER 15-fa0033dx"
